claim_number,age_of_driver,gender,marital_status,safety_rating,annual_income,high_education,address_change,property_status,zip_code,claim_date,claim_day_of_week,accident_site,past_num_of_claims,witness_present,liab_prct,channel,police_report,age_of_vehicle,vehicle_category,vehicle_price,vehicle_color,total_claim,injury_claim,policy deductible,annual premium,days open,form defects,fraud reported
0.0034345926839841273,0.836065573770492,1,2,0.41666666666666663,0.5485951353491613,1.0,0.0,0,0.23692159420800865,166,7,1,0.0,1,0.5,2,0.0,11,0,0.47135117068900584,0,0.29175292830001515,1355,0.0,0.6328085900177443,0.40010331020790035,0.4444444444444444,0
0.0034679382440228083,0.14754098360655737,0,2,0.29166666666666663,0.4049542404057717,1.0,1.0,1,0.17696837206022356,483,3,2,0.3333333333333333,1,0.5,2,1.0,11,0,0.3773676919922277,5,0.5186470293897382,3215,0.0,0.8497126044557686,0.6497368648748955,0.8888888888888888,1
0.003868084964486979,0.3770491803278688,0,1,0.8888888888888888,0.27287227910846473,1.0,1.0,0,0.5877672390489287,667,4,0,0.0,1,0.72,2,1.0,10,0,0.16839956047443125,4,0.17311749580608604,3076,1.0,0.4978919271425756,0.5952256756756502,0.4444444444444444,1
0.005368635166227617,0.0655737704918033,1,2,0.75,0.08052097272968757,1.0,0.0,1,0.1764747364338352,306,5,0,0.0,1,0.8,2,1.0,12,0,0.17223729862213819,6,0.3832463163599176,7054,0.0,0.9339976037732989,0.552121475806207,0.4444444444444444,1
0.00550201740638234,0.5901639344262295,1,2,0.7638888888888888,0.021191378351150994,0.0,1.0,0,0.9415159315021803,614,3,2,0.0,1,0.6900000000000001,2,0.0,10,0,0.18316282563121264,3,0.4844702772899388,8112,0.0,0.5655095014938503,0.4835838642812803,0.3333333333333333,1
0.006469038647504085,0.34426229508196726,0,2,0.6805555555555556,0.8524987657940768,1.0,1.0,0,0.5882138617585182,619,4,2,0.0,1,0.5,2,1.0,11,2,0.2994480955223184,5,0.17617151926293956,7922,0.3333333333333333,0.6130321367365819,0.5629935531759619,0.2222222222222222,0
0.006535729767581447,0.2622950819672132,0,2,0.48611111111111116,0.43994429157833,1.0,1.0,0,0.9402935956654092,661,7,0,0.0,1,0.93,2,1.0,9,2,0.3483372643803889,0,0.27516124111038837,7209,0.3333333333333333,0.3192289609779031,0.562514299950686,0.3333333333333333,0
0.006602420887658808,0.5737704918032788,0,1,0.7083333333333333,0.5082171801464507,1.0,1.0,0,0.9403171021238086,432,2,0,0.0,1,0.32,2,1.0,3,2,0.5678280024432186,1,0.17388572431264904,10178,0.3333333333333333,0.6613358205559854,0.4926266428170838,0.2222222222222222,0
0.007336023208509787,0.1311475409836066,1,1,0.11111111111111116,0.20350301472025495,1.0,0.0,1,0.5879317842577249,210,3,2,0.6666666666666666,1,0.71,2,1.0,11,1,0.09573675616414945,0,0.6834243912151523,9113,1.0,0.11589850918300804,0.5246769957298989,0.2222222222222222,1
0.007669478808896595,0.7049180327868853,1,1,0.8611111111111112,0.529753133755344,1.0,1.0,0,0.5879082777993254,198,4,1,0.0,1,0.76,2,1.0,10,1,0.24788434882414065,6,0.38629726721719787,6429,0.0,0.7547507469250954,0.561723132610245,0.2222222222222222,0
0.007902897729167363,0.24590163934426235,1,2,0.75,0.04395096568782232,0.0,1.0,0,0.2363104262896231,303,2,2,0.0,2,0.0,2,1.0,11,1,0.31800859007670534,0,0.7405183302724423,3165,1.0,0.3941034623959234,0.45530084996796005,0.4444444444444444,1
0.007936243289206044,0.19672131147540983,0,1,0.9166666666666667,0.7146020970223685,1.0,1.0,0,0.9999294806248017,339,5,1,0.3333333333333333,1,0.9400000000000001,2,1.0,10,2,0.32679661688596995,2,0.34174210016524265,6946,1.0,0.5351092709707752,0.491902656858868,0.3333333333333333,0
0.008002934409283406,0.4098360655737705,1,1,0.625,0.47598373103583075,1.0,1.0,0,0.5881668488417193,199,3,2,0.3333333333333333,2,0.81,2,1.0,2,2,0.22113874453953372,2,0.22650311107930599,3928,0.3333333333333333,0.6567936060178656,0.4843998790950129,0.2222222222222222,0
0.008336390009670213,0.459016393442623,0,2,0.2222222222222222,0.48600773853378837,1.0,0.0,1,0.5876849664445306,554,6,0,0.0,1,0.5700000000000001,2,0.0,10,1,0.21258133173090668,6,0.17795005354221077,5667,0.0,0.642059845003564,0.4027527216927732,0.7777777777777777,0
0.008503117809863618,0.7049180327868853,0,1,0.6527777777777777,0.529330245939024,0.0,1.0,0,0.2366747763948145,283,7,1,0.0,1,0.28,2,1.0,10,0,0.2865803315661801,2,0.5534217409173154,2335,0.0,0.6674856302227885,0.5280380954668763,0.5555555555555556,0
0.00860315448997966,0.21311475409836067,0,1,0.9027777777777777,0.42595766861633605,1.0,0.0,0,0.9403758682698071,27,2,0,0.0,1,1.0,2,0.0,14,1,0.2334103772053219,3,0.12074130938977139,4616,0.0,0.6657794561475348,0.4301017344743454,0.3333333333333333,0
0.008903264530327788,0.6229508196721312,1,2,0.5138888888888888,0.026957140476441058,1.0,0.0,1,0.9991067545808211,626,1,2,0.3333333333333333,1,0.64,2,1.0,2,2,0.12836736287677536,2,0.4250504259056393,7263,0.3333333333333333,0.3465125801901815,0.5832849312257076,0.3333333333333333,1
0.009603521291140086,0.6065573770491803,1,2,0.7638888888888888,0.31763377977756724,1.0,1.0,1,0.23680406191601144,75,5,1,0.0,2,0.27,2,0.0,9,2,0.1486314280984748,4,0.16223014450729228,5412,1.0,0.3688900010616194,0.6411716612027313,0.6666666666666666,1
0.009970322451565575,0.5245901639344263,1,2,0.5138888888888888,0.49891364818740874,0.0,1.0,1,0.23649847795681864,523,2,0,0.0,2,0.27,2,0.0,10,2,0.11003453769495028,0,0.3123251690282228,6445,0.0,0.2636456011040842,0.44791060578091724,0.6666666666666666,0
0.011204108172996767,0.42622950819672134,0,1,0.4027777777777778,0.47917888342580467,0.0,1.0,0,0.9990950013516214,217,4,1,0.3333333333333333,1,0.5,2,1.0,9,2,0.6822550292402981,6,0.24479406577530788,1224,0.3333333333333333,0.6234966710648042,0.4943938449114893,0.5555555555555556,0
0.011337490413151489,0.14754098360655737,1,2,0.7638888888888888,0.40503255296434953,0.0,1.0,1,0.23643971181082002,664,3,2,0.0,2,0.97,2,1.0,9,2,0.1544307991336325,4,0.4179095792789447,5248,0.3333333333333333,0.44060239319350303,0.514669433141267,0.2222222222222222,0
0.011837673813731702,0.5901639344262295,0,2,0.9027777777777777,0.5107388445326557,1.0,1.0,0,0.9402818424362094,72,5,1,1.0,1,0.51,2,1.0,9,0,0.5349853862062581,1,0.055642508143003755,736,0.0,0.5925352988458681,0.5073677680297156,0.6666666666666666,1
0.012271166094234554,0.3606557377049181,0,1,0.5277777777777778,0.17100330291047056,1.0,0.0,1,0.23698036035400727,259,1,2,0.0,1,0.99,2,1.0,13,2,0.20247444734732373,2,0.6827633690157884,4336,0.0,0.4101794136827578,0.5746360978078245,0.5555555555555556,1
0.012304511654273235,0.5081967213114754,1,2,0.5555555555555556,0.49585945840287476,1.0,1.0,0,0.17692135914342466,510,4,2,0.0,2,0.03,2,1.0,13,0,0.25894502630076977,4,0.15813603932394715,2385,0.3333333333333333,0.5726375176304654,0.51682286277964,0.4444444444444444,0
0.012404548334389276,0.459016393442623,0,2,0.7083333333333333,0.486054726068935,1.0,1.0,0,0.9402818424362094,550,2,2,0.0,1,0.01,2,1.0,10,2,0.4574202163882288,2,0.7086978076009882,8625,0.3333333333333333,0.49917345344798836,0.628040027551864,0.8888888888888888,1
0.012637967254660043,0.4918032786885246,0,1,0.7083333333333333,0.6886963026448344,0.0,1.0,0,0.9993535723940153,102,7,1,0.3333333333333333,2,0.24,2,1.0,13,0,0.15927419718689959,5,0.3019806360330694,9010,0.0,0.5514733761014301,0.40206006642049485,0.3333333333333333,0
0.01290473173496949,0.2295081967213115,0,2,0.5,0.8222348775316882,1.0,0.0,1,0.2363221795188228,248,2,0,0.0,1,0.03,2,0.0,8,2,0.1729966159477234,2,0.1960683644062915,811,0.0,0.44446213810152124,0.412794564586745,0.3333333333333333,0
0.013004768415085532,0.4098360655737705,1,2,0.8472222222222221,0.6717494649685998,1.0,1.0,0,0.2370038668124067,126,7,0,0.0,1,0.21,2,1.0,9,2,0.8299657140330926,2,0.7928570286876718,9502,0.3333333333333333,0.4059101869966788,0.35894911255723916,0.3333333333333333,0
0.013104805095201575,0.2295081967213115,0,2,0.4027777777777778,0.6266414312277906,1.0,1.0,1,0.23628691983122363,297,3,2,0.0,1,0.96,2,1.0,14,1,0.5114951399305065,3,0.12503361864879597,9727,1.0,0.39849401701624276,0.36631023153443787,0.2222222222222222,0
0.013838407416052554,0.5409836065573771,0,2,0.5833333333333334,0.6886963026448344,1.0,1.0,1,0.5880728230081215,633,6,2,0.0,1,0.14,2,1.0,14,0,0.4586828200841219,2,0.5679837355885441,8963,0.0,0.4641172634484433,0.6015188206046658,0.0,0
0.014205208576478043,0.3606557377049181,1,2,0.5,0.6717494649685998,1.0,0.0,1,0.23689808774960922,479,5,1,0.6666666666666666,1,0.2,2,1.0,9,1,0.3875740657139496,4,0.5342989828139239,9916,0.0,0.8263038961432885,0.6187959880788323,0.8888888888888888,0
0.014505318616826171,0.639344262295082,1,2,0.8055555555555556,0.6886963026448344,0.0,1.0,0,0.2363104262896231,592,7,1,0.3333333333333333,1,0.93,2,0.0,10,1,0.20707548232372022,5,0.56797149531279,3889,0.0,0.20320154086476494,0.4906036702005865,0.2222222222222222,0
0.014572009736903532,0.29508196721311475,0,2,0.6111111111111112,0.5937501566251172,1.0,1.0,1,0.17652174935063408,418,2,1,0.6666666666666666,1,0.99,2,1.0,10,1,0.12193265256911387,0,0.11058989088699538,10135,0.0,0.32566692448852685,0.4639934798703891,0.3333333333333333,0
0.014905465337290341,0.7213114754098361,0,1,0.8472222222222221,0.5321494980478245,1.0,0.0,0,0.9415394379605797,324,4,1,0.6666666666666666,2,0.44,2,0.0,14,2,0.27217856088695697,0,0.8812537546623571,9731,0.0,0.5806830762697728,0.4555139945165211,0.3333333333333333,1
0.015005502017406384,0.2622950819672132,0,2,0.5555555555555556,0.4398659790197523,1.0,1.0,0,0.5876849664445306,216,2,1,0.0,2,0.8300000000000001,2,0.0,13,1,0.5120211542211941,6,0.14312778574965668,844,0.3333333333333333,0.3975309765382107,0.5488104030839388,0.2222222222222222,0
0.015372303177831871,0.3770491803278688,1,1,0.5555555555555556,0.7969085960876298,1.0,0.0,0,0.9406579457706005,312,4,0,0.0,2,0.02,2,1.0,9,1,0.1600898319460605,2,0.48435796604611264,1123,0.3333333333333333,0.28013103416897944,0.44577997900830135,0.3333333333333333,0
0.016272633298876255,0.47540983606557374,1,2,0.9166666666666667,0.6717494649685998,0.0,1.0,1,0.9998119483328045,404,4,2,1.0,1,0.0,2,1.0,12,0,0.4009494509946046,6,0.2710934613397228,5388,0.0,0.8385580175015548,0.4499694576010712,0.2222222222222222,0
0.016305978858914938,0.5573770491803279,1,2,0.6527777777777777,0.5049750402213301,1.0,0.0,0,0.5877672390489287,258,1,1,0.0,1,0.0,2,0.0,8,1,0.22615280014335384,3,0.23156563243118333,3764,1.0,0.5034805951135175,0.5439672713387892,0.4444444444444444,0
0.016339324418953617,0.3114754098360656,0,2,0.6111111111111112,0.45294417630224376,1.0,0.0,1,0.17659226872583242,439,6,2,0.0,1,0.56,2,1.0,12,1,0.20076362685069185,2,0.5405344116757804,1284,0.0,0.2993842607337307,0.45772169146595987,0.6666666666666666,0
0.016572743339224382,0.4426229508196722,0,2,0.6388888888888888,0.48296921126097,1.0,0.0,0,0.9414806718145811,231,7,2,0.3333333333333333,1,0.09,2,1.0,10,0,0.6103160416161448,2,0.24764018850285296,7195,0.0,0.519139481626401,0.5885434065588117,0.2222222222222222,0
0.016872853379572512,0.2622950819672132,0,1,0.8194444444444444,0.7337260238270658,1.0,1.0,0,0.23689808774960922,143,5,2,0.0,1,0.92,2,0.0,2,1,0.3021002693796548,2,0.28319549086552653,7524,0.0,0.11376768733791343,0.4475370085549245,0.4444444444444444,0
0.017072926739804595,0.0655737704918033,0,1,0.48611111111111116,0.5698491637471744,1.0,1.0,1,0.17685083976822633,220,7,1,0.0,1,0.73,2,0.0,10,1,0.4096041890973006,5,0.23647780146670877,8079,0.3333333333333333,0.698507666408845,0.5488927030812955,0.5555555555555556,0
0.017673146820500852,0.5245901639344263,1,1,0.7222222222222223,0.4991485858631421,1.0,0.0,0,0.17659226872583242,304,7,1,0.0,2,0.02,2,1.0,14,0,0.21713791788998035,4,0.23745121406096797,2178,0.0,0.5289063803327418,0.47376030580672135,0.3333333333333333,1
0.01770649238053953,0.5409836065573771,0,1,0.5555555555555556,0.5020774755539518,1.0,1.0,0,0.9402818424362094,62,5,0,0.0,2,0.0,2,1.0,12,2,0.48694474515468517,4,0.3207875192578302,7575,0.3333333333333333,0.6810061118946875,0.6566932431411426,0.4444444444444444,0
0.01877355030177732,1.0,1,2,0.29166666666666663,0.5937501566251172,0.0,0.0,0,0.5880375633205224,237,4,1,0.3333333333333333,1,0.52,2,1.0,12,0,0.1849561250444013,6,0.2938890337825481,9790,0.3333333333333333,0.35383017122404725,0.3690695390042438,0.0,0
0.018940278101970725,0.39344262295081966,1,1,0.05555555555555558,0.08056796026483425,1.0,1.0,0,0.5880375633205224,627,1,1,0.0,1,0.06,2,0.0,12,1,0.16026606404033575,1,0.46012818674553285,3533,1.0,0.5722659508318546,0.5347835874031721,0.6666666666666666,1
0.01907366034212545,0.7540983606557378,1,2,0.625,0.1454264212789631,0.0,1.0,0,0.23675704899921254,259,1,1,0.0,2,0.22,2,0.0,12,0,0.5709056697582934,0,0.33404243102027964,9878,1.0,0.2388871195231812,0.5085810156300073,0.3333333333333333,1
0.01970722598286038,0.3278688524590164,1,1,0.625,0.4570634168834357,1.0,0.0,0,0.17659226872583242,260,3,2,0.0,1,0.96,2,1.0,13,0,0.2516987030778098,5,0.43324892317601227,1126,0.3333333333333333,0.11896203952257456,0.5912651700567564,0.2222222222222222,0
0.02064090166394345,0.3770491803278688,1,2,0.4027777777777778,0.46812115015462025,1.0,1.0,0,0.5877437325905293,144,3,0,0.0,2,1.0,2,0.0,11,0,0.5030727967810851,6,0.26756213272743096,2614,0.0,0.639140391585908,0.4754694404878723,0.3333333333333333,1
0.021307812864717064,0.5901639344262295,1,1,0.8055555555555556,0.21698843730735107,1.0,0.0,0,0.1768273333098269,468,2,0,0.0,2,0.6900000000000001,2,0.0,8,0,0.1460314564347094,1,0.8135831843016066,5780,1.0,0.39201813852616896,0.6346974839169204,0.6666666666666666,1
0.02150788622494915,0.1311475409836066,0,2,0.5694444444444444,0.39923742362959275,1.0,0.0,0,0.9405404134786033,312,4,1,1.0,1,0.86,2,1.0,13,0,0.13436057750810806,1,0.3044955309086252,4445,1.0,0.3174848719231994,0.4875482535825506,0.6666666666666666,0
0.022474907466070893,0.5573770491803279,1,2,0.8888888888888888,0.3090996687065521,1.0,0.0,0,0.9405051537910041,539,2,0,0.0,2,0.76,2,1.0,9,1,0.2144372303264883,6,0.3626940831423192,2242,1.0,0.05864689021338554,0.6390864481446921,0.5555555555555556,1
0.023275200906999235,0.3114754098360656,0,2,0.5833333333333334,0.4526309260679326,1.0,1.0,0,0.17631019122503908,47,7,1,0.0,1,0.97,2,0.0,11,0,0.12621781291973125,1,0.8632591161509362,8507,0.3333333333333333,0.2938562567299089,0.5081504609915833,0.5555555555555556,0
0.023375237587115277,0.8032786885245903,0,2,0.5277777777777778,0.25072548754266466,0.0,1.0,1,0.17643947674623603,650,3,1,0.3333333333333333,2,0.97,2,1.0,13,2,0.41500964830289977,6,0.30161951527470565,1380,0.3333333333333333,0.4374554498991462,0.5342037691907863,0.1111111111111111,1
0.024008803227850213,0.5409836065573771,0,2,0.6666666666666667,0.5019521754602272,1.0,0.0,0,0.999835454791204,521,1,1,0.3333333333333333,2,0.41000000000000003,2,0.0,8,0,0.20141471767745583,2,0.8845988263370115,3580,1.0,0.26946934194761674,0.37733127722881055,0.3333333333333333,0
0.024142185468004937,0.29508196721311475,0,2,0.6944444444444444,0.7423717302940542,1.0,1.0,0,0.9403876214990069,369,2,1,0.0,1,0.43,2,1.0,10,2,0.6340326257400432,2,0.47979229676052987,3624,0.0,0.14347028223910696,0.45621035162989343,0.7777777777777777,0
0.024342258828237023,0.47540983606557374,0,2,0.7222222222222223,0.822299485392515,0.0,0.0,0,0.5882373682169176,382,7,2,0.3333333333333333,1,0.86,2,0.0,12,0,0.1844326147562201,1,0.19292124791813364,7638,1.0,0.30454828093483177,0.4960607514794467,0.6666666666666666,0
0.02470905998866251,0.21311475409836067,0,2,0.7777777777777777,0.42605164368662946,0.0,1.0,1,0.5879082777993254,511,3,1,0.0,1,0.9,2,1.0,10,1,0.2614022182381313,5,0.2571165985954033,7751,0.0,0.22610977144850386,0.591720481675053,1.0,1
0.025075861149088,0.42622950819672134,0,1,0.18055555555555558,0.7423717302940542,1.0,1.0,0,0.9990832481224217,494,3,1,0.0,1,0.74,2,0.0,10,1,0.39226753487862653,2,0.8498396005635538,5348,0.3333333333333333,0.3559230780896917,0.6597171572522599,0.6666666666666666,0
0.025309280069358765,0.3606557377049181,1,2,0.875,0.07311260468822829,1.0,0.0,0,0.17696837206022356,229,3,1,0.0,1,0.76,2,0.0,12,2,0.4003216586761499,4,0.14385247957755415,5563,1.0,0.11263023795441096,0.511927881800795,0.3333333333333333,1
0.02587615459001634,0.21311475409836067,0,2,0.48611111111111116,0.4259263435929049,1.0,0.0,1,0.2367335425408131,10,3,0,0.0,1,0.32,2,0.0,9,1,0.36195333248762135,5,0.07974189000038147,4020,0.0,0.21703292536815455,0.5995122381717728,0.4444444444444444,0
0.026376337990596552,0.29508196721311475,1,2,0.5694444444444444,0.44888758576791404,0.0,0.0,0,0.23634568597722225,506,1,1,0.0,1,0.58,2,0.0,9,1,0.5579692317332767,5,0.25477187695026887,10444,0.0,0.20627265420022145,0.48592142891905754,0.3333333333333333,0
0.026876521391176765,0.39344262295081966,1,1,0.5138888888888888,0.47230304078267443,0.0,0.0,1,0.2363221795188228,86,7,2,0.0,1,0.51,2,0.0,8,1,0.04227328121403293,5,0.12836848491725733,7715,0.0,0.5784460924822179,0.4065196531107206,0.5555555555555556,1
0.026909866951215448,0.18032786885245905,0,2,0.8472222222222221,0.41565173590749843,1.0,0.0,1,0.23646321826921948,494,3,1,0.0,1,0.03,2,1.0,9,1,0.31172997922895135,5,0.35613992997945854,1163,0.3333333333333333,0.7109286136766915,0.5191048348632411,0.4444444444444444,1
0.027943579312414552,0.4426229508196722,1,1,0.7638888888888888,0.822299485392515,1.0,0.0,1,0.5879787971745237,598,3,1,0.0,1,0.0,2,1.0,10,1,0.963554805305678,3,0.9088488129348821,5560,0.0,0.5931116065335094,0.47904741714146915,0.2222222222222222,0
0.028877254993497616,0.42622950819672134,0,2,0.75,0.47939815858982254,1.0,1.0,1,0.9414924250437808,317,2,1,0.0,2,0.22,2,1.0,12,0,0.17636247453262535,0,0.1605543899236203,3419,1.0,0.741586666060027,0.5647548577404512,0.3333333333333333,0
0.028910600553536298,0.29508196721311475,1,2,0.8194444444444444,0.4484803604633096,1.0,1.0,0,0.1767920736222277,650,3,2,0.0,1,0.9,2,0.0,11,2,0.24467039391487197,3,0.37324016678076466,7064,0.3333333333333333,0.387324264070249,0.5491986280856507,0.3333333333333333,0
0.029043982793691022,0.34426229508196726,1,1,0.5972222222222222,0.46082241969516985,1.0,1.0,0,0.9996709095824078,122,2,2,0.0,1,0.26,2,1.0,12,2,0.44939784939166844,3,0.6679580146448912,6001,0.3333333333333333,0.9194534176562479,0.5162950302790071,0.3333333333333333,0
0.029177365033845746,0.4098360655737705,0,2,0.7916666666666667,0.4757331308483818,0.0,1.0,1,0.23671003608241364,91,5,1,0.6666666666666666,2,0.16,2,1.0,14,0,0.3512134768330611,4,0.2724395028272937,10243,0.3333333333333333,0.21807937880097672,0.46960224116937,0.2222222222222222,1
0.029477475074193873,0.11475409836065575,0,1,0.5,0.4914582926108028,1.0,1.0,0,0.9996121434364091,476,5,1,0.3333333333333333,1,0.0,2,1.0,8,2,0.2659665405202545,6,0.596946520469422,1475,0.0,0.45456268862702276,0.5360245523221308,0.4444444444444444,0
0.029577511754309914,0.47540983606557374,1,2,0.875,0.4893125285057713,1.0,0.0,1,0.5880845762373212,52,3,1,0.0,2,0.64,2,1.0,12,1,0.7586999664697129,5,0.6063800736807284,5868,1.0,0.2647603014999166,0.47534432514105707,0.6666666666666666,0
0.029777585114542,0.9508196721311476,1,2,0.7638888888888888,0.822299485392515,1.0,0.0,1,0.9405404134786033,514,7,1,0.0,2,0.36,2,1.0,9,2,0.7580297235360339,4,0.5769733626173393,1192,1.0,0.4511958384518555,0.532547097312015,0.6666666666666666,0
0.03017773183500617,0.34426229508196726,0,1,0.6666666666666667,0.46091639476546326,0.0,0.0,0,0.9402700892070097,226,3,2,0.0,1,0.72,2,0.0,11,2,0.16241416949972365,2,0.96227656631455,2521,0.0,0.36433262053171966,0.6130880298357433,0.4444444444444444,0
0.030244422955083533,0.08196721311475408,0,2,0.9722222222222221,0.18495860084903337,0.0,1.0,0,0.9998824677080028,147,3,2,0.3333333333333333,2,0.81,2,0.0,12,0,0.2206860135625828,0,0.2358658497606041,5190,0.0,0.2317060224153359,0.5160778414902181,0.4444444444444444,1
0.030311114075160895,0.39344262295081966,0,1,0.6527777777777777,0.6680687747154435,1.0,1.0,0,0.9993770788524148,169,7,2,0.3333333333333333,1,0.35000000000000003,2,0.0,8,0,0.22997284654418157,0,0.2545047558256249,208,0.0,0.43822133248403783,0.3897974245281789,0.2222222222222222,0
0.030477841875354298,0.639344262295082,0,2,0.7222222222222223,0.5189773256950395,1.0,0.0,0,0.9404228811866061,251,2,1,0.0,2,0.28,2,1.0,10,0,0.26735191604176844,1,0.43209519870484336,234,1.0,0.36791179459180734,0.5265531325593993,0.6666666666666666,0
0.030611224115509022,0.4918032786885246,0,1,0.7222222222222223,0.4927896061066253,0.0,1.0,1,0.5876967196737304,572,3,2,1.0,1,0.8,2,1.0,12,0,0.18082901466301912,2,0.2775450871783647,8721,0.0,0.6906895976462382,0.5288867418191556,0.4444444444444444,0
0.030777951915702425,0.4918032786885246,1,2,0.41666666666666663,0.4925390059191764,1.0,1.0,0,0.5882138617585182,159,5,1,0.0,1,0.96,2,1.0,9,0,0.5716286692765927,2,0.45070907234282154,3592,0.3333333333333333,0.5681787160471361,0.6172338782498988,0.4444444444444444,0
0.03097802527593451,0.5573770491803279,0,2,0.4444444444444444,0.18495860084903337,0.0,0.0,0,0.23680406191601144,195,5,1,0.0,1,0.32,2,0.0,3,1,0.5265298049455249,3,0.4696573032379065,5379,1.0,0.7110954395862719,0.42411756670240364,1.0,1
0.03167828203674681,0.7049180327868853,1,1,0.19444444444444442,0.8232216157697685,1.0,0.0,1,0.1764159702878366,258,1,2,0.0,1,0.15,2,1.0,10,1,0.3647202385320738,3,0.14431533396533536,9959,1.0,0.839703049880947,0.5161151382169693,0.2222222222222222,0
0.032011737637133615,0.29508196721311475,0,2,0.7638888888888888,0.4488092732093362,0.0,1.0,0,0.5883078875921159,273,4,0,0.0,1,0.89,2,1.0,12,0,0.3327985519177348,1,0.42751430096084103,9847,1.0,0.4731258625657825,0.53511993777089,0.8888888888888888,0
0.03321217779852613,0.39344262295081966,1,2,0.5,0.47239701585296784,0.0,0.0,1,0.236992113583207,236,4,0,0.0,2,0.78,2,1.0,13,2,0.20800201272196808,6,0.14252639864368744,10872,1.0,0.3530718716350456,0.6062684512090919,0.5555555555555556,0
0.03324552335856481,0.1639344262295082,0,1,0.375,0.8020928874654798,1.0,0.0,1,0.999200780414419,58,6,1,0.0,1,0.03,2,0.0,11,1,0.14786522375369215,2,0.3155498486505573,8764,0.3333333333333333,0.4357871908033426,0.5095482558994929,0.5555555555555556,0
0.033578978958951615,0.5573770491803279,0,2,0.5555555555555556,0.7983652096771767,1.0,0.0,0,0.9990597416640222,269,1,0,0.0,1,0.73,2,0.0,11,1,0.7127290494196179,4,0.6476126030271304,8841,1.0,0.6391100596023478,0.5670518647813191,0.8888888888888888,0
0.03391243455933843,0.5081967213114754,1,2,0.4305555555555556,0.6744120919602448,0.0,1.0,0,0.9405051537910041,273,4,1,0.6666666666666666,2,0.32,2,1.0,13,0,0.40481361910619135,4,0.33734848221040986,6109,1.0,0.592497383866418,0.5927769696615335,0.1111111111111111,0
